year,round,constructorId,points,position,positionText,wins
2019,13,racing_point,40,7,7,0
2019,13,alfa,32,8,8,0
2019,13,haas,26,9,9,0
2019,13,williams,1,10,10,0
2019,14,mercedes,505,1,1,10
2019,14,ferrari,351,2,2,2
2019,14,red_bull,266,3,3,2
2019,14,mclaren,83,4,4,0
2019,14,renault,65,5,5,0
2019,14,toro_rosso,51,6,6,0
2019,14,racing_point,46,7,7,0
2019,14,alfa,34,8,8,0
2019,14,haas,26,9,9,0
2019,14,williams,1,10,10,0
2019,15,mercedes,527,1,1,10
2019,15,ferrari,394,2,2,3
2019,15,red_bull,289,3,3,2
2019,15,mclaren,89,4,4,0
2019,15,renault,67,5,5,0
2019,15,toro_rosso,55,6,6,0
2019,15,racing_point,46,7,7,0
2019,15,alfa,35,8,8,0
2019,15,haas,26,9,9,0
2019,15,williams,1,10,10,0
2019,16,mercedes,571,1,1,11
2019,16,ferrari,409,2,2,3
2019,16,red_bull,311,3,3,2
2019,16,mclaren,101,4,4,0
2019,16,renault,68,5,5,0
2019,16,toro_rosso,55,6,6,0
2019,16,racing_point,52,7,7,0
2019,16,alfa,35,8,8,0
2019,16,haas,28,9,9,0
2019,16,williams,1,10,10,0
2019,17,mercedes,612,1,1,12
2019,17,ferrari,435,2,2,3
2019,17,red_bull,323,3,3,2
2019,17,mclaren,111,4,4,0
2019,17,renault,68,5,5,0
2019,17,toro_rosso,62,6,6,0
2019,17,racing_point,58,7,7,0
2019,17,alfa,35,8,8,0
2019,17,haas,28,9,9,0
2019,17,williams,1,10,10,0
2019,18,mercedes,652,1,1,13
2019,18,ferrari,466,2,2,3
2019,18,red_bull,341,3,3,2
2019,18,mclaren,111,4,4,0
2019,18,renault,73,5,5,0
2019,18,toro_rosso,64,6,6,0
2019,18,racing_point,64,7,7,0
2019,18,alfa,35,8,8,0
2019,18,haas,28,9,9,0
2019,18,williams,1,10,10,0
2019,19,mercedes,695,1,1,14
2019,19,ferrari,479,2,2,3
2019,19,red_bull,366,3,3,2
2019,19,mclaren,121,4,4,0
2019,19,renault,83,5,5,0
2019,19,racing_point,65,6,6,0
2019,19,toro_rosso,64,7,7,0
2019,19,alfa,35,8,8,0
2019,19,haas,28,9,9,0
2019,19,williams,1,10,10,0
2019,20,mercedes,701,1,1,14
2019,20,ferrari,479,2,2,3
2019,20,red_bull,391,3,3,3
2019,20,mclaren,140,4,4,0
2019,20,renault,91,5,5,0
2019,20,toro_rosso,83,6,6,0
2019,20,racing_point,67,7,7,0
2019,20,alfa,57,8,8,0
2019,20,haas,28,9,9,0
2019,20,williams,1,10,10,0
2019,21,mercedes,739,1,1,15
2019,21,ferrari,504,2,2,3
2019,21,red_bull,417,3,3,3
2019,21,mclaren,145,4,4,0
2019,21,renault,91,5,5,0
2019,21,toro_rosso,85,6,6,0
2019,21,racing_point,73,7,7,0
2019,21,alfa,57,8,8,0
2019,21,haas,28,9,9,0
2019,21,williams,1,10,10,0
2020,1,mercedes,37,1,1,1
2020,1,mclaren,26,2,2,0
2020,1,ferrari,19,3,3,0
2020,1,racing_point,8,4,4,0
2020,1,alphatauri,6,5,5,0
2020,1,renault,4,6,6,0
2020,1,alfa,2,7,7,0
2020,1,williams,0,8,8,0
2020,1,red_bull,0,9,9,0
2020,1,haas,0,10,10,0
2020,2,mercedes,80,1,1,2
2020,2,mclaren,39,2,2,0
2020,2,red_bull,27,3,3,0
2020,2,racing_point,22,4,4,0
2020,2,ferrari,19,5,5,0
2020,2,renault,8,6,6,0
2020,2,alphatauri,7,7,7,0
2020,2,alfa,2,8,8,0
2020,2,williams,0,9,9,0
2020,2,haas,0,10,10,0
2020,3,mercedes,121,1,1,3
2020,3,red_bull,55,2,2,0
2020,3,mclaren,41,3,3,0
2020,3,racing_point,40,4,4,0
2020,3,ferrari,27,5,5,0
2020,3,renault,12,6,6,0
2020,3,alphatauri,7,7,7,0
2020,3,alfa,2,8,8,0
2020,3,haas,1,9,9,0
2020,3,williams,0,10,10,0
2020,4,mercedes,146,1,1,4
2020,4,red_bull,78,2,2,0
2020,4,mclaren,51,3,3,0
2020,4,ferrari,43,4,4,0
2020,4,racing_point,42,5,5,0
2020,4,renault,32,6,6,0
2020,4,alphatauri,13,7,7,0
2020,4,alfa,2,8,8,0
2020,4,haas,1,9,9,0
2020,4,williams,0,10,10,0
2020,5,mercedes,180,1,1,4
2020,5,red_bull,113,2,2,1
2020,5,ferrari,55,3,3,0
2020,5,mclaren,53,4,4,0
2020,5,racing_point,41,5,5,0
2020,5,renault,36,6,6,0
2020,5,alphatauri,14,7,7,0
2020,5,alfa,2,8,8,0
2020,5,haas,1,9,9,0
2020,5,williams,0,10,10,0
2020,6,mercedes,221,1,1,5
2020,6,red_bull,135,2,2,1
2020,6,racing_point,63,3,3,0
2020,6,mclaren,62,4,4,0
2020,6,ferrari,61,5,5,0
2020,6,renault,36,6,6,0
2020,6,alphatauri,16,7,7,0
2020,6,alfa,2,8,8,0
2020,6,haas,1,9,9,0
2020,6,williams,0,10,10,0
2020,7,mercedes,264,1,1,6
2020,7,red_bull,158,2,2,1
2020,7,mclaren,68,3,3,0
2020,7,racing_point,66,4,4,0
2020,7,ferrari,61,5,5,0
2020,7,renault,59,6,6,0
2020,7,alphatauri,20,7,7,0
2020,7,alfa,2,8,8,0
2020,7,haas,1,9,9,0
2020,7,williams,0,10,10,0
2020,8,mercedes,281,1,1,6
2020,8,red_bull,158,2,2,1
2020,8,mclaren,98,3,3,0
2020,8,racing_point,82,4,4,0
2020,8,renault,71,5,5,0
2020,8,ferrari,61,6,6,0
2020,8,alphatauri,47,7,7,1
2020,8,alfa,2,8,8,0
2020,8,haas,1,9,9,0
2020,8,williams,0,10,10,0
2020,9,mercedes,325,1,1,7
2020,9,red_bull,173,2,2,1
2020,9,mclaren,106,3,3,0
2020,9,racing_point,92,4,4,0
2020,9,renault,83,5,5,0
2020,9,ferrari,66,6,6,0
2020,9,alphatauri,53,7,7,1
2020,9,alfa,4,8,8,0
2020,9,haas,1,9,9,0
2020,9,williams,0,10,10,0
2020,10,mercedes,366,1,1,8
2020,10,red_bull,192,2,2,1
2020,10,mclaren,106,3,3,0
2020,10,racing_point,104,4,4,0
2020,10,renault,99,5,5,0
2020,10,ferrari,74,6,6,0
2020,10,alphatauri,59,7,7,1
2020,10,alfa,4,8,8,0
2020,10,haas,1,9,9,0
2020,10,williams,0,10,10,0
2020,11,mercedes,391,1,1,9
2020,11,red_bull,211,2,2,1
2020,11,racing_point,120,3,3,0
2020,11,mclaren,116,4,4,0
2020,11,renault,114,5,5,0
2020,11,ferrari,80,6,6,0
2020,11,alphatauri,67,7,7,1
2020,11,alfa,5,8,8,0
2020,11,haas,3,9,9,0
2020,11,williams,0,10,10,0
2020,12,mercedes,435,1,1,10
2020,12,red_bull,226,2,2,1
2020,12,racing_point,126,3,3,0
2020,12,mclaren,124,4,4,0
2020,12,renault,120,5,5,0
2020,12,ferrari,93,6,6,0
2020,12,alphatauri,77,7,7,1
2020,12,alfa,5,8,8,0
2020,12,haas,3,9,9,0
2020,12,williams,0,10,10,0
2020,13,mercedes,479,1,1,11
2020,13,red_bull,226,2,2,1
2020,13,renault,135,3,3,0
2020,13,mclaren,134,4,4,0
2020,13,racing_point,134,5,5,0
2020,13,ferrari,103,6,6,0
2020,13,alphatauri,89,7,7,1
2020,13,alfa,8,8,8,0
2020,13,haas,3,9,9,0
2020,13,williams,0,10,10,0
2020,14,mercedes,504,1,1,12
2020,14,red_bull,240,2,2,1
2020,14,racing_point,154,3,3,0
2020,14,mclaren,149,4,4,0
2020,14,renault,136,5,5,0
2020,14,ferrari,130,6,6,0
2020,14,alphatauri,89,7,7,1
2020,14,alfa,8,8,8,0
2020,14,haas,3,9,9,0
2020,14,williams,0,10,10,0
2020,15,mercedes,533,1,1,13
2020,15,red_bull,274,2,2,1
2020,15,mclaren,171,3,3,0
2020,15,racing_point,154,4,4,0
2020,15,renault,144,5,5,0
2020,15,ferrari,131,6,6,0
2020,15,alphatauri,97,7,7,1
2020,15,alfa,8,8,8,0
2020,15,haas,3,9,9,0
2020,15,williams,0,10,10,0
2020,16,mercedes,540,1,1,13
2020,16,red_bull,282,2,2,1
2020,16,racing_point,194,3,3,1
2020,16,mclaren,184,4,4,0
2020,16,renault,172,5,5,0
2020,16,ferrari,131,6,6,0
2020,16,alphatauri,103,7,7,1
2020,16,alfa,8,8,8,0
2020,16,haas,3,9,9,0
2020,16,williams,0,10,10,0
2020,17,mercedes,573,1,1,13
2020,17,red_bull,319,2,2,2
2020,17,mclaren,202,3,3,0
2020,17,racing_point,195,4,4,1
2020,17,renault,181,5,5,0
2020,17,ferrari,131,6,6,0
2020,17,alphatauri,107,7,7,1
2020,17,alfa,8,8,8,0
2020,17,haas,3,9,9,0
2020,17,williams,0,10,10,0
2021,1,mercedes,41,1,1,1
2021,1,red_bull,28,2,2,0
2021,1,mclaren,18,3,3,0
2021,1,ferrari,12,4,4,0
2021,1,alphatauri,2,5,5,0
2021,1,aston_martin,1,6,6,0
2021,1,alfa,0,7,7,0
2021,1,alpine,0,8,8,0
2021,1,williams,0,9,9,0
2021,1,haas,0,10,10,0
2021,2,mercedes,60,1,1,1
2021,2,red_bull,53,2,2,1
2021,2,mclaren,41,3,3,0
2021,2,ferrari,34,4,4,0
2021,2,alphatauri,8,5,5,0
2021,2,aston_martin,5,6,6,0
2021,2,alpine,3,7,7,0
2021,2,alfa,0,8,8,0
2021,2,williams,0,9,9,0
2021,2,haas,0,10,10,0
2021,3,mercedes,101,1,1,2
2021,3,red_bull,83,2,2,1
2021,3,mclaren,53,3,3,0
2021,3,ferrari,42,4,4,0
2021,3,alpine,13,5,5,0
2021,3,alphatauri,9,6,6,0
2021,3,aston_martin,5,7,7,0
2021,3,alfa,0,8,8,0
2021,3,williams,0,9,9,0
2021,3,haas,0,10,10,0
2021,4,mercedes,141,1,1,3
2021,4,red_bull,112,2,2,1
2021,4,mclaren,65,3,3,0
2021,4,ferrari,60,4,4,0
2021,4,alpine,15,5,5,0
2021,4,alphatauri,10,6,6,0
2021,4,aston_martin,5,7,7,0
2021,4,alfa,0,8,8,0
2021,4,williams,0,9,9,0
2021,4,haas,0,10,10,0
2021,5,red_bull,149,1,1,2
2021,5,mercedes,148,2,2,3
2021,5,mclaren,80,3,3,0
2021,5,ferrari,78,4,4,0
2021,5,aston_martin,19,5,5,0
2021,5,alphatauri,18,6,6,0
2021,5,alpine,17,7,7,0
2021,5,alfa,1,8,8,0
2021,5,williams,0,9,9,0
2021,5,haas,0,10,10,0
2021,6,red_bull,174,1,1,3
2021,6,mercedes,148,2,2,3
2021,6,ferrari,94,3,3,0
2021,6,mclaren,92,4,4,0
2021,6,alphatauri,39,5,5,0
2021,6,aston_martin,37,6,6,0
2021,6,alpine,25,7,7,0
2021,6,alfa,2,8,8,0
2021,6,haas,0,9,9,0
2021,6,williams,0,10,10,0
2021,7,red_bull,215,1,1,4
2021,7,mercedes,178,2,2,3
2021,7,mclaren,110,3,3,0
2021,7,ferrari,94,4,4,0
2021,7,alphatauri,45,5,5,0
2021,7,aston_martin,40,6,6,0
2021,7,alpine,29,7,7,0
2021,7,alfa,2,8,8,0
2021,7,williams,0,9,9,0
2021,7,haas,0,10,10,0
2021,8,red_bull,252,1,1,5
2021,8,mercedes,212,2,2,3
2021,8,mclaren,120,3,3,0
2021,8,ferrari,108,4,4,0
2021,8,alphatauri,46,5,5,0
2021,8,aston_martin,44,6,6,0
2021,8,alpine,31,7,7,0
2021,8,alfa,2,8,8,0
2021,8,williams,0,9,9,0
2021,8,haas,0,10,10,0
2021,9,red_bull,286,1,1,6
2021,9,mercedes,242,2,2,3
2021,9,mclaren,141,3,3,0
2021,9,ferrari,122,4,4,0
2021,9,alphatauri,48,5,5,0
2021,9,aston_martin,44,6,6,0
2021,9,alpine,32,7,7,0
2021,9,alfa,2,8,8,0
2021,9,williams,0,9,9,0
2021,9,haas,0,10,10,0
2021,10,red_bull,289,1,1,6
2021,10,mercedes,285,2,2,4
2021,10,mclaren,163,3,3,0
2021,10,ferrari,148,4,4,0
2021,10,alphatauri,49,5,5,0
2021,10,aston_martin,48,6,6,0
2021,10,alpine,40,7,7,0
2021,10,alfa,2,8,8,0
2021,10,williams,0,9,9,0
2021,10,haas,0,10,10,0
2021,11,mercedes,303,1,1,4
2021,11,red_bull,291,2,2,6
2021,11,ferrari,163,3,3,0
2021,11,mclaren,163,4,4,0
2021,11,alpine,77,5,5,1
2021,11,alphatauri,68,6,6,0
2021,11,aston_martin,48,7,7,0
2021,11,williams,10,8,8,0
2021,11,alfa,3,9,9,0
2021,11,haas,0,10,10,0
2021,12,mercedes,310.5,1,1,4
2021,12,red_bull,303.5,2,2,7
2021,12,mclaren,169,3,3,0
2021,12,ferrari,165.5,4,4,0
2021,12,alpine,80,5,5,1
2021,12,alphatauri,72,6,6,0
2021,12,aston_martin,53,7,7,0
2021,12,williams,20,8,8,0
2021,12,alfa,3,9,9,0
2021,12,haas,0,10,10,0
2021,13,mercedes,344.5,1,1,4
2021,13,red_bull,332.5,2,2,8
2021,13,ferrari,181.5,3,3,0
2021,13,mclaren,170,4,4,0
2021,13,alpine,90,5,5,1
2021,13,alphatauri,84,6,6,0
2021,13,aston_martin,53,7,7,0
2021,13,williams,20,8,8,0
2021,13,alfa,3,9,9,0
2021,13,haas,0,10,10,0
2021,14,mercedes,362.5,1,1,4
2021,14,red_bull,344.5,2,2,8
2021,14,mclaren,215,3,3,1
2021,14,ferrari,201.5,4,4,0
2021,14,alpine,95,5,5,1
2021,14,alphatauri,84,6,6,0
2021,14,aston_martin,59,7,7,0
2021,14,williams,22,8,8,0
2021,14,alfa,3,9,9,0
2021,14,haas,0,10,10,0
2021,15,mercedes,397.5,1,1,5
2021,15,red_bull,364.5,2,2,8
2021,15,mclaren,234,3,3,1
2021,15,ferrari,216.5,4,4,0
2021,15,alpine,103,5,5,1
2021,15,alphatauri,84,6,6,0
2021,15,aston_martin,59,7,7,0
2021,15,williams,23,8,8,0
2021,15,alfa,7,9,9,0
2021,15,haas,0,10,10,0
2021,16,mercedes,433.5,1,1,6
2021,16,red_bull,397.5,2,2,8
2021,16,mclaren,240,3,3,1
2021,16,ferrari,232.5,4,4,0
2021,16,alpine,104,5,5,1
2021,16,alphatauri,92,6,6,0
2021,16,aston_martin,61,7,7,0
2021,16,williams,23,8,8,0
2021,16,alfa,7,9,9,0
2021,16,haas,0,10,10,0
2021,17,mercedes,460.5,1,1,6
2021,17,red_bull,437.5,2,2,9
2021,17,mclaren,254,3,3,1
2021,17,ferrari,250.5,4,4,0
2021,17,alpine,104,5,5,1
2021,17,alphatauri,94,6,6,0
2021,17,aston_martin,62,7,7,0
2021,17,williams,23,8,8,0
2021,17,alfa,7,9,9,0
2021,17,haas,0,10,10,0
2021,18,mercedes,478.5,1,1,6
2021,18,red_bull,477.5,2,2,10
2021,18,ferrari,268.5,3,3,0
2021,18,mclaren,255,4,4,1
2021,18,alpine,106,5,5,1
2021,18,alphatauri,106,6,6,0
2021,18,aston_martin,68,7,7,0
2021,18,williams,23,8,8,0
2021,18,alfa,11,9,9,0
2021,18,haas,0,10,10,0
2021,19,mercedes,521.5,1,1,7
2021,19,red_bull,510.5,2,2,10
2021,19,ferrari,287.5,3,3,0
2021,19,mclaren,256,4,4,1
2021,19,alpine,112,5,5,1
2021,19,alphatauri,112,6,6,0
2021,19,aston_martin,68,7,7,0
2021,19,williams,23,8,8,0
2021,19,alfa,11,9,9,0
2021,19,haas,0,10,10,0
2021,20,mercedes,546.5,1,1,8
2021,20,red_bull,541.5,2,2,10
2021,20,ferrari,297.5,3,3,0
2021,20,mclaren,258,4,4,1
2021,20,alpine,137,5,5,1
2021,20,alphatauri,112,6,6,0
2021,20,aston_martin,77,7,7,0
2021,20,williams,23,8,8,0
2021,20,alfa,11,9,9,0
2021,20,haas,0,10,10,0
2021,21,mercedes,587.5,1,1,9
2021,21,red_bull,559.5,2,2,10
2021,21,ferrari,307.5,3,3,0
2021,21,mclaren,269,4,4,1
2021,21,alpine,149,5,5,1
2021,21,alphatauri,120,6,6,0
2021,21,aston_martin,77,7,7,0
2021,21,williams,23,8,8,0
2021,21,alfa,13,9,9,0
2021,21,haas,0,10,10,0
2021,22,mercedes,613.5,1,1,9
2021,22,red_bull,585.5,2,2,11
2021,22,ferrari,323.5,3,3,0
2021,22,mclaren,275,4,4,1
2021,22,alpine,155,5,5,1
2021,22,alphatauri,142,6,6,0
2021,22,aston_martin,77,7,7,0
2021,22,williams,23,8,8,0
2021,22,alfa,13,9,9,0
2021,22,haas,0,10,10,0
2022,1,ferrari,44,1,1,1
2022,1,mercedes,27,2,2,0
2022,1,haas,10,3,3,0
2022,1,alfa,9,4,4,0
2022,1,alpine,8,5,5,0
2022,1,alphatauri,4,6,6,0
2022,1,aston_martin,0,7,7,0
2022,1,williams,0,8,8,0
2022,1,mclaren,0,9,9,0
2022,1,red_bull,0,10,10,0
2022,2,ferrari,78,1,1,1
2022,2,mercedes,38,2,2,0
2022,2,red_bull,37,3,3,1
2022,2,alpine,16,4,4,0
2022,2,haas,12,5,5,0
2022,2,alfa,9,6,6,0
2022,2,alphatauri,8,7,7,0
2022,2,mclaren,6,8,8,0
2022,2,aston_martin,0,9,9,0
2022,2,williams,0,10,10,0
2022,3,ferrari,104,1,1,2
2022,3,mercedes,65,2,2,0
2022,3,red_bull,55,3,3,1
2022,3,mclaren,24,4,4,0
2022,3,alpine,22,5,5,0
2022,3,alfa,13,6,6,0
2022,3,haas,12,7,7,0
2022,3,alphatauri,10,8,8,0
2022,3,williams,1,9,9,0
2022,3,aston_martin,0,10,10,0
2022,4,ferrari,124,1,1,2
2022,4,red_bull,113,2,2,2
2022,4,mercedes,77,3,3,0
2022,4,mclaren,46,4,4,0
2022,4,alfa,25,5,5,0
2022,4,alpine,22,6,6,0
2022,4,alphatauri,16,7,7,0
2022,4,haas,15,8,8,0
2022,4,aston_martin,5,9,9,0
2022,4,williams,1,10,10,0
2022,5,ferrari,157,1,1,2
2022,5,red_bull,151,2,2,3
2022,5,mercedes,95,3,3,0
2022,5,mclaren,46,4,4,0
2022,5,alfa,31,5,5,0
2022,5,alpine,26,6,6,0
2022,5,alphatauri,16,7,7,0
2022,5,haas,15,8,8,0
2022,5,aston_martin,6,9,9,0
2022,5,williams,3,10,10,0
2022,6,red_bull,195,1,1,4
2022,6,ferrari,169,2,2,2
2022,6,mercedes,120,3,3,0
2022,6,mclaren,50,4,4,0
2022,6,alfa,39,5,5,0
2022,6,alpine,34,6,6,0
2022,6,alphatauri,17,7,7,0
2022,6,haas,15,8,8,0
2022,6,aston_martin,6,9,9,0
2022,6,williams,3,10,10,0
2022,7,red_bull,235,1,1,5
2022,7,ferrari,199,2,2,2
2022,7,mercedes,134,3,3,0
2022,7,mclaren,59,4,4,0
2022,7,alfa,41,5,5,0
2022,7,alpine,40,6,6,0
2022,7,alphatauri,17,7,7,0
2022,7,haas,15,8,8,0
2022,7,aston_martin,7,9,9,0
2022,7,williams,3,10,10,0
2022,8,red_bull,279,1,1,6
2022,8,ferrari,199,2,2,2
2022,8,mercedes,161,3,3,0
2022,8,mclaren,65,4,4,0
2022,8,alpine,47,5,5,0
2022,8,alfa,41,6,6,0
2022,8,alphatauri,27,7,7,0
2022,8,haas,15,8,8,0
2022,8,aston_martin,15,9,9,0
2022,8,williams,3,10,10,0
2022,9,red_bull,304,1,1,7
2022,9,ferrari,228,2,2,2
2022,9,mercedes,188,3,3,0
2022,9,mclaren,65,4,4,0
2022,9,alpine,57,5,5,0
2022,9,alfa,51,6,6,0
2022,9,alphatauri,27,7,7,0
2022,9,aston_martin,16,8,8,0
2022,9,haas,15,9,9,0
2022,9,williams,3,10,10,0
2022,10,red_bull,328,1,1,7
2022,10,ferrari,265,2,2,3
2022,10,mercedes,204,3,3,0
2022,10,mclaren,73,4,4,0
2022,10,alpine,67,5,5,0
2022,10,alfa,51,6,6,0
2022,10,alphatauri,27,7,7,0
2022,10,haas,20,8,8,0
2022,10,aston_martin,18,9,9,0
2022,10,williams,3,10,10,0
2022,11,red_bull,359,1,1,7
2022,11,ferrari,303,2,2,4
2022,11,mercedes,237,3,3,0
2022,11,mclaren,81,4,4,0
2022,11,alpine,81,5,5,0
2022,11,alfa,51,6,6,0
2022,11,haas,34,7,7,0
2022,11,alphatauri,27,8,8,0
2022,11,aston_martin,18,9,9,0
2022,11,williams,3,10,10,0
2022,12,red_bull,396,1,1,8
2022,12,ferrari,314,2,2,4
2022,12,mercedes,270,3,3,0
2022,12,alpine,93,4,4,0
2022,12,mclaren,89,5,5,0
2022,12,alfa,51,6,6,0
2022,12,haas,34,7,7,0
2022,12,alphatauri,27,8,8,0
2022,12,aston_martin,19,9,9,0
2022,12,williams,3,10,10,0
2022,13,red_bull,431,1,1,9
2022,13,ferrari,334,2,2,4
2022,13,mercedes,304,3,3,0
2022,13,alpine,99,4,4,0
2022,13,mclaren,95,5,5,0
2022,13,alfa,51,6,6,0
2022,13,haas,34,7,7,0
2022,13,alphatauri,27,8,8,0
2022,13,aston_martin,20,9,9,0
2022,13,williams,3,10,10,0
2022,14,red_bull,475,1,1,10
2022,14,ferrari,357,2,2,4
2022,14,mercedes,316,3,3,0
2022,14,alpine,115,4,4,0
2022,14,mclaren,95,5,5,0
2022,14,alfa,51,6,6,0
2022,14,haas,34,7,7,0
2022,14,alphatauri,29,8,8,0
2022,14,aston_martin,24,9,9,0
2022,14,williams,4,10,10,0
2022,15,red_bull,511,1,1,11
2022,15,ferrari,376,2,2,4
2022,15,mercedes,346,3,3,0
2022,15,alpine,125,4,4,0
2022,15,mclaren,101,5,5,0
2022,15,alfa,51,6,6,0
2022,15,haas,34,7,7,0
2022,15,alphatauri,29,8,8,0
2022,15,aston_martin,25,9,9,0
2022,15,williams,4,10,10,0
2022,16,red_bull,545,1,1,12
2022,16,ferrari,406,2,2,4
2022,16,mercedes,371,3,3,0
2022,16,alpine,125,4,4,0
2022,16,mclaren,107,5,5,0
2022,16,alfa,52,6,6,0
2022,16,haas,34,7,7,0
2022,16,alphatauri,33,8,8,0
2022,16,aston_martin,25,9,9,0
2022,16,williams,6,10,10,0
2022,17,red_bull,576,1,1,13
2022,17,ferrari,439,2,2,4
2022,17,mercedes,373,3,3,0
2022,17,mclaren,129,4,4,0
2022,17,alpine,125,5,5,0
2022,17,alfa,52,6,6,0
2022,17,aston_martin,37,7,7,0
2022,17,haas,34,8,8,0
2022,17,alphatauri,34,9,9,0
2022,17,williams,6,10,10,0
2022,18,red_bull,619,1,1,14
2022,18,ferrari,454,2,2,4
2022,18,mercedes,387,3,3,0
2022,18,alpine,143,4,4,0
2022,18,mclaren,130,5,5,0
2022,18,alfa,52,6,6,0
2022,18,aston_martin,45,7,7,0
2022,18,haas,34,8,8,0
2022,18,alphatauri,34,9,9,0
2022,18,williams,8,10,10,0
2022,19,red_bull,656,1,1,15
2022,19,ferrari,469,2,2,4
2022,19,mercedes,416,3,3,0
2022,19,alpine,149,4,4,0
2022,19,mclaren,138,5,5,0
2022,19,alfa,52,6,6,0
2022,19,aston_martin,49,7,7,0
2022,19,haas,36,8,8,0
2022,19,alphatauri,35,9,9,0
2022,19,williams,8,10,10,0
2022,20,red_bull,696,1,1,16
2022,20,ferrari,487,2,2,4
2022,20,mercedes,447,3,3,0
2022,20,alpine,153,4,4,0
2022,20,mclaren,146,5,5,0
2022,20,alfa,53,6,6,0
2022,20,aston_martin,49,7,7,0
2022,20,haas,36,8,8,0
2022,20,alphatauri,35,9,9,0
2022,20,williams,8,10,10,0
2022,21,red_bull,719,1,1,16
2022,21,ferrari,524,2,2,4
2022,21,mercedes,505,3,3,1
2022,21,alpine,167,4,4,0
2022,21,mclaren,148,5,5,0
2022,21,alfa,55,6,6,0
2022,21,aston_martin,50,7,7,0
2022,21,haas,37,8,8,0
2022,21,alphatauri,35,9,9,0
2022,21,williams,8,10,10,0
2022,22,red_bull,759,1,1,17
2022,22,ferrari,554,2,2,4
2022,22,mercedes,515,3,3,1
2022,22,alpine,173,4,4,0
2022,22,mclaren,159,5,5,0
2022,22,alfa,55,6,6,0
2022,22,aston_martin,55,7,7,0
2022,22,haas,37,8,8,0
2022,22,alphatauri,35,9,9,0
2022,22,williams,8,10,10,0
