DriverId,url
vandoorne,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBYVFRgVFRYYGBgaGRkaHBwaHB4aHBoaHhoaHCMZHhgeIS4lHB4rIRkYJzomKy8xNTU1HCQ7QDszPy40NTEBDAwMEA8QHhISHjQrJSQ0NDQ0NDE0NDQ0MTQ0NDQ0NDQ2NDQ0NDQ0NDQ0NDQxNDQ0NDQ0NDQ0NDQ0NDQ0NDQxNP/AABEIARMAtwMBIgACEQEDEQH/xAAcAAABBQEBAQAAAAAAAAAAAAAAAgMEBQYBBwj/xABGEAACAQIEAwUFBQUFBQkAAAABAgADEQQSITEFQVEGImFxgRMykaGxB1JywdEUQmKS4RYjM4LwFRc0orIlQ0RTc6Oz0vH/xAAZAQADAQEBAAAAAAAAAAAAAAAAAQMCBAX/xAAlEQACAgICAQQCAwAAAAAAAAAAAQIRAyESMUEEUXGREyIyYbH/2gAMAwEAAhEDEQA/APRqGFRPdFpIEISbd9mkkughC8IhjWJoK6lG2MgHgVLofjLOE0pNdMy4xl2iqbgFI9YqnwVFYMGOks4R/kn7mfxx9jgE7CEwUCE5CAHZyEIAEIQgAQhEwAVCJhAAhCEAAwhCIBychCMAhCcgB2chC8ACELwgAQhCABCQ8fxGnRF6jW6DcnyAmexfbZBcIjNyBbQE+QuZlyS7GotmthMEva+vmHdS3MFWBB6aH8pdYXtVTIX2oyZjbNul/wAXL1iWRPQ3Fo0MIA32hNmQhCEACEIQAIQhAAhCEAM9gO0RqvkVdbX1BE0Sm4mK4Q4/ae77pBA9BNpT2ErlgotUSxSck7FQhCTKiKr2UnoCZlv7Xj7ht5H9JqKo7p8jPOcbUCpYEA/1lMcU07JZJSjVF/8A2vX7h+B/SA7XJzX5H9JkGxTMVsCSN4+D3TfcnbpKRxxbrZJ5ZJXo9HwGKNRQ1rAgEeRlB2j7Xph8yoMzDQtpYHoBzMdxPEP2fAe0G4pgL+JiFHzM8ix+LNVwAg0vOWdqXFHXjqUeTJnEe0LVnzu5JOwdSR5AA6fAyZgMXTKku/eta4sAPC4128JUtw021Fuh2+J5SI+DZbmxsNdNZjjF9MptGqxFG4DU6mQ9M1z632+s7hqjm5bv6WK37vnpzmWVmyjIQo5/e9SdzJGG4jUVcouAOugEHB0FnovZ/jTUQqOR7PTTcoOgI+k3KVAwDKQQRcEbEdZ4HSxJv7zXJ566dLfrPQ+w3HiXGGfW4ZkIN7FdSp8xr536wjcXTFJJq0buEIShMJyEIAEITkAOwnIQAxvC2Ht0toNQPKxm0p7CYjhR/vk05/kZt02nRn7Xwc3p3afyKhCJkDpB9j5TzHiVMa3XZ21/zGenGefY2lmaopOzMQOpvLYVdohmaVNldiKgsqUgRp3ies5gKdla+uu8S+EcrfQG9rX5dbx7A4V0zXtbpeXiny2jnnJcdFn2ob/ssfiQf839Jjey+E9rXUMO6ouduWw+M2PapD/so6bOn/Xb13lP2KoWVntubfCed6p8W/k9H0u4r4NavD6bCxQfCJbgVE3XIADvbnrJNCSV0nPBWdMmZDiXY0A3pWAO43mexHZXEZiAmnnPVheRaglZNx6Mqn2jxXiGFqUGKPoQbafHeaX7LqefGZjc+zR2v0Jsuv8AMfhIfb5LVbjmBeXn2O4fvYmpbS1NAfG7kj5L8ZSL5RsjJU6PUZyEJswE5CEQBCEIAEIQgAhMKim4RQfKOwhHYkkghCEBhGzRT7q/COQgA37FPuL8J0UU+6vwi4QtipGf7bUFbBupsoulvPMBb5zK8Nqth8MjKmdiSbXtzOv0m54/gRWoOh02b+U3/KZVcGHoqjfd5H8xOXNfJHViriQP7W5T36Tp5WMvMLxZaiBk1H0mTr9nEY+4ARpcHfnfqTL7svgclCpe5OYgXNzawE1SVV5NU/JPftLQQ5XcA+R/SdHHsO+iuCevL48pnMVwYlj3mF1NiABZrb+Ivykvg3Cqy6PUV18UCkevONptbMtbKXt5hb5X9JqPsrw4TBsR7zVGZj6AD5AfGQ+1ODzhEGpZ7Dlymq7MUQmHQKuUHUD0A/KaxvwYnHVlvOTs5KkQhCciA7OQhAAhCEAFwhCMAhCEBBCEIAEIQgM4RMziqYSoyD3Ra3qL/nNPM52gW1QN95R8RcfpI5lq/Yphf7URsVXAXQXO3x0j+Fp2pHbU3Mr3YMpUDUjWV+FwtcdwschPI94f5pGO3Z10uJo6DIe6w1EfsBtIlHDhVCm9xzJufU844+glk9USlV6GqeHFSpcrfLt4E8/lNHSQKoUchKjgTAM4uLm1hzNr3+supuC1ZDJJ3RyEITZgJyEICCEIQGEIQiAxL9rMQBmNMBb2vNfgKrMt3tfQ6eM8843WSwpU7lUPePIn856Dw89xfwr9J054Rik4nNhnKTaZMhOQkDoOzG9o+KYhK5SmRlyBtT4n9JsZ59290rA66py85TEk5bJ5W1HRBftLibE5100MbocfxLsFFTVvCUeHos5IUE8z4eckYFsjgJq+uvSXUY2tEHKVdm47K4urVZ/aPfIRa20ue0WHzUsw3Q39NiPofSUHYoWLjwU/My/7S4r2eHd+QK5vLML/ACnN6mKTaS8F/TSbSf8AZhsdSzre7qf4WK3HpKulgR7oqVB6DN/MZpFqqhKuvdOx3tJVA0wRoPOcGOz1YzSXQ1wrCuijPWdgNg1j+V5Y163KIqYhAO7FYSiWOZtByHXxMqkyEpW7JGDo/wB7Q65nP/ttf5TRSHRprTBqObaWF/3Qd/U2EsAA4zAi1r+Yte+kvGDUbOaUk5DUIoIbXA0/0LefhER0IIQnIgOwnIQGEIQgB5vjHBUIqABeY3Jm84S16afgX6TCDCPzAPlfWbzhKEUkB0OQCdef+K+TiwP938E6EITlOwJh+3dIl0sQLo2/gRpNxKjjPAVxLoXZgFB7qjvG9uZ0USmOSjK2TyRco0jyqnWdQVvvppv5TU9meyTOyvXDImhAJyu+o2B1Atc7a25bza8P7N0aLZ1RVb7xu7+jNov+UCW2UDYevP4zUsjfRmOP3IOG4fSo3FFFU8ySWY/HX5iQO0VJXoPTqtZal0LAe4WBs1ugIEtsTWVBdyqja7G2vTWV+MdKyMiupYrmA30va9ua30PnJvb2UX69GLfB1UVVqISwABKgsrWG6nx36xqng6jHupU/lNviZqOFU3RFQ90gWy5i1rHkx1OkXVrOGsF069fLWRj6dX2XeZ10QMBwp+aZT1Yj8rmaDCYRUsfeb5D0/Mysp4xy+UIWILAjbb+I2EuaKm2unUDWx6eM6PxqJJzcikcvXezg2BIVBsxBsSzclBDA330tuL6fDUgqBdrRujhwCSFALWueZ8zJEpOfKklSROMa2M1aJ30a+4YCx0tuBe9tLwZCNQoIOti1mU/wk6MLcjax89JIM4pkjRGq0gu5b0Qtbb7t+sPYgmwZSddNibWvYc7XEffDqdRdT4G0bs663zW67/HeZodjDqQbGJk9irrdu756W9ZXhgfdYMOog0OzsIQmQFWHQfCdvOQjA7OQhABdPcecku0hZrayQxjQmLZ5m+PYq1HFVG/7tfZoDqA7IpzgfevUAvyyeJvoW23mR46j1UbDqjBmxBZ2yNl9nclXzAWbTJcDW6kTQi1bEJh8L7cgDLRDsQACTkBt6n6yHwTDsrUA5u9PCXfxes6MT/NTeQ+PcHZ6dCklStUValMOjCwNNb32QXtZbZj+o0ODosGeo4AZytlGuRFFlUkaE3LsbaDNbW1yAcq0LnMNxGaWcvYqAtjqNTe4/rLC9tZ0JqT6QQDVOkL7SQq2nVSdWMBSGLVpwETgGtoAOZokmcLRN9YgHlaKJja6RNR+UAG6wzb+705GMrRRRZFC8zYW+QkhzpGWTc+EGgG4QMJg0dhCEACEIQAZxh7jeUfo1cyqeqj4yJjb6Dl3ifQf1jeEr2Qjmv0P9QY0JlsdowXA8POUTvUNVyoYZu5sbAZEYuPiw8xIjiq9PJaoSEVWXL4JldWIuzX13sADfaWlBR42+39GINy5Uulf0ahsQFsGYAna5AvqB9SB6iV1ftBhkzFq6WVsjEHMFfXuEi9m0Om+kgUsLWZlzB2QOpUuRmCCrTbv+Pdb0tMz/ZjGPRemyWz4sVzmdCoTK4NgGPeJfa3KE4KNU7FCTlej0cjcQpk5R1/0IPFC4AsL6SZscDTiziG46ToU9YxCyegifaToJncxgM4z85xIFvCDNABZMiM+tzz2tHHbSMpsR0MBDwbMN4C42MaonQxZUkQGJqb7W/WEU1Kw32hJsZ5vV7X4q1wKYv5mXnZTitbEAtUYaNawGm085wqO5NmUW6m15vewZ7j+DL9J1ThHg2kc8Zy5JNmyhCE5TpGMQtz6bfnKXE1jTYPyFww6qZbYnRlN9DoR+fzMgY6le/wPkY1tfAEzAYq2hsRuD4SatQ8tfLSZnhdfKchvcaAaG9vPaaCnWPX00jTEyUD/AKv+k7I9Z3yNktnynLf3c1tL+F7Tz/E9t8dhLnF4RbE5Usyp3tSe8GfOLdAIxHozjTaO/DaeYYft7jsQjvhsEjLTPf75ZhpfRe6ToOV5ueznEziMNSxBABdbkDUA3I0O/KAFsu0VrzHqDEjoIC46eUYCr+cPaevyMSG9IFoAcdx0jRqXgyjlofD9JGfNfUeo5wEOtVAIvz0Hzic1r+cpcZimGJpUtCvfe/PQWAI9TLR35eMYEmmdNflJANhIyNbSOO2msQxbug1Jt5mwhKTG5s6EkBWZlzMNFyqeR0uSCL9BpuYSMsyi6ovDA5K9HjOFAuAQT5T0fsFtVH4D9ZRYfsuVJIzk30spmp7KcOekahdSAQtri2153z1B2ebF3kVGqhE3nUW5tOI7SDjqbMykEALe9+d+Vo27XW45j6SfiKQYlbcgRK0EoSPX1m0+jFVbM7xSnUVr0/fOg597ZTbmL2BlBju3WMwzmjiMMquoF+8QCD+8ujXU67E8xymi4i1nN2JOunTnKF+KUMYzYHiHdqKx/Z6+gIB1UMTzIIGvda2tjYleTRZ9ke2lfGVzTNKmiIjO7AsSALAC50uSR6AzCdsuNftdUVQSEGdU5jIGsDbkTYH1A5TX8L7OvgMJxD2zBM4WmtVQWGQgrnCjvA3qG43056E43su6PejWRGVRnTMout3VWGa4Nu8Da9tDGxEXCcXNGiUp57swZmLWBNrDujces9C+zziddDQwbKqqVrVCrAh0UFSrWv3VYvoCL6HqJL4Xg8PSRmVKdMge8irm9HCs58gQPGTezqUkFTGOMgVGTO4ykpcMx32uB123JvFYDfbjtbUwdSklNabh0ZmzZswIYAEEGwBufhK/DfaVUCK9bCHIzMquj6My2uBdRqLjn16GYDtNxY4rEvWYEIbKg5imt8t+hOpPixlVVD2ADsUGoFyVB6gbAzQHsGF+0/Cto9OsnmEYf8rX+Ump9oWB/wDNI80cEeuW08PQjKxZ7MLZVyk57nXvDRSN9d5a9nODjFu6+0VClNnBN9TcAbAjcgWuCbi14pSUU2+kCVnr1Xt3gAAf2lWvyUMT6gLpKniP2kYJVORalRugUqD/AJntYehnjxT/AFsfhAKPExgezYTj2GxD4epQYZu8WQ++l1ynMOgJAvsbzSM+3mPrPKPsww4fE1QdxQax6H2lOelYWpdl/Eb+ht9Y2I0AI6axWY30jSVOkUHgBX8XxCCiwchbPYHxvcW8cpPpCS6uDDkE3DDmN+fgb7ncaXPWE5p4Ocrs68XqFCNU/sczQLTkbeui3zMota9ztfa8oc45G8RUyKWva2v9DHLxuprZbKTvZjp52EAI54pmt3b+K7jzXf4XjdXEI4upFx019POSa+FB1YC/UAj85T4+kl++MrcnByt/OPzm0jJUcbRg2ddQdCPzmB7W0xmpOUuSz5jyZRkIT5v/ADT0DGBgDYlx0YWb4jeUnHcAcTg3WmhapScVQBqzKQVZQOZtY2G+UTL/AJI14FfZ3xz9pFXBYkiohUFFcXGXUMgPh3SATpY22k0fZ6iO9XDs1ijKtJzbK7WFw+5Ua2BB5ameT0ajITlZkbY2JU6EGx5gggHwIm84Zx/EtgWdsRUZlrhLlrNlCocuYam+bmbwd1oyeicK4AlJQrkvvo1ram9rW1En8YRVpN7RQUKnuEaMPu2mM4Xx+o1axfu5hpp46TWdo6pyFWu2oyka6Ntt4iOv17oa3KkrPFuKUfY1GoKoyO6sr5cz5dbBTz0b3RuQJ3tJwpMM6IlRal0GbLsrr3WF76HOG7u458pbdsMHUpJSqEMCGBVgCLKwzL3uqm+215l8JWCursiuqsGKNs4B9087HaZTcmmnr29xzg4NprYytPObKCT0Gp+EYZCAQCQDa4B0NtrjnaX3CeKU6FapiPYqxN8lPTKuZte8QSoVbqLb5hfQGV9HEUy1Q1EJzI3swmVAlS4ykqBbKACCBNW22mtLyZIC1Dsd50pzvOtTiSB6TQHoP2SYUlsS/REQH8Rdj/0rN1wvC2zPe96jXHQWA+ome+yvDFcI72/xKrEfhQBfqHmifh+JZwUrIlPMCyZMzNr3hmvpfryhLpCsu6DXJ6iSBT66Sro4hVezMFJ0sSASRytLVcSAO8RAYoLfQTsb/wBpUxoGB8oQAjFfGQMTw6m7l3RWYhRfnobi3SVn9ocQ3uYGqfxHL9VmbqYjF5/8HITWVgHqFgtRtVXKDbL3Ty5SbRlZIvq/o9Fzjnp56RykouTpy1/15mZUUOKPvVw9P8Klvqs03DwyoqtZmAAZtgWtqQI0NSvwSynQ/KV+Lo3FtD4H8jyliwv0ketTuDabGY7HDJpsDseV+hHX6yZ2deic4pPncZS9lKgDUAC+/wC9JT0O+quAQTYgi4O5lkiItgmRfBQBf0Em+w3eim4x2YwmJOerSUsf31urHzZSCfWY/tX2fp4SgiUiwpvXBYE5rNkIuCeVgND0m8xQZCdLjx5Sj44Fei+UkMozqp2zLrb1Fx6wujVFB2YKgNsWDMCeoOoPkQRLniVdnylSbgLexsdGBuDyI6yj7PYR2fNTW6Eam9ltuLHna5GnSbKhwwBbuVB8Ltb1NvpJuaaaKxhKLTXh2jP8aq/t59hWvSJKKjLdtSxN7G19BY7X8JX1/spqA/3eJVhyzUyD8mM2L8FRyrq5R1IIYAHa/LpqZeNWtzHnHCSSDJFyd/4eYJ9l2IP/AIikPNXi/wDdNXO+JpeiMfzE9Id3OoIP1iBjmX3tLb3l072iDVdmApfZQR7+KNv4aX6vLzhn2a4Smczh6x3/ALxgF/kUAEfivLPiPbKlQVmqEWHIWLN4Ku5+g5zP/wC9jDkX9jVHh3P/ALRsRtyqUUVEVUGyqoAA8gNhGlrnYSJwHimGxye1psSVIDKe66Hoy3IseRFwdZdU8Ki679CYmFFa/CjUbOxKmwHdsD66SbR4dlG5Y/xa/MCT7TmvI/GAyI1PL+4PQ/0hJDP1hARXPiVHP5StrIjEkhj3lbYDVb219THmjDzLSCx9+IW2X5yT/tKnTUvWdKaqBmLkKATbS556jSVLzzb7SeJMXp4e5IUGq38TuSAfRB/zGJdjPVX7V4LNlOLw9+mdbfzXt84unxShVJXD4hHdfeCOHt5i+3jPn/B8PqVdKdN3NwvdVmAJ5FgLL6mXS9lOJYZ0rJQfMpDKUZXIP3SEYmx2I2IM1yQUz1biFVtjrrqZCoqSyhd7i0GxorBXAZMwBZGBVkbmrKdQR8xY84/gMQiEltCdL9Bz/KYltjRe02zgqw7w+Y6ysx2CXUHTx/KOYis6WYWddw3O3Qxx66YhCuYo1t+anrFJaNLsxZr4lCESiQqXRMpWzIDZW8LgA2jtNse/7gA8XA+NgY3jMbUw9Z6IDVAoUh1U97ML6AX1G28dwvFcUTZMM58WZU+ushG72jrbXHTLXg3DsXcmvUTLplCAk+NybeHKX70VAuWlLhv2p/fVEHQNnPxsLSSmBI7zP6b/ANZt66MdvbLJXnHpht9fPUSKoI1vpO02JuZnfgVI867X9l82KQUFua1+ez3t75Pum4tc6bdBMliuDuhcc0DFlOhsvvW6kC5t0BnpXGuKouIQd5mU9zLbV1IY89AtlNra8pl8bi3quXYXJYnULcg7m4UHdiCdBysNpeDdEJpXop+xnH2wWJSrc5CclQXsGRtLn8JIb08TPodMUraEEdQZ8vYykEd1GwLAc9Nba89J9LYOof2em59400JtzbIPzlDBLckbQWuDvoRIVOtpe8Q9YXv8YUBLZ+mohILVLa30+EIxEZjGHa2+k8PxHH8W/v4mr6OV+S2lfVqM3vOzfiJb6zDZpRZ7Xi+OYZCVevSVhyLrf4XnmPayp+0Y69N1YVFRUbMMp7uXf8QYeczoWOA93KQT9224J6dQdNPpAfE9wwCphsOi5lpIgW5Y5dTuTfmTzkNu2tIOFBuvNwQR8Okg4+k2EqpXLF6TUyjISbI7ZTny7Mpyjfa0zHEeIE1DUKI9NbXXZTfmbDacyV9F067o9JxzpiKTPSqorgHKx7yjn3he9plOwvEa1c1mqsjZGVFAAC/vEnQXN7C15T9keG08TjGPswKQTOaZOYAkgBb/ALy3uRNnh+Hph6dT2KZCXZgq2GYi5C97TUAAX0F+UpF06ZmUeStFyuZB3R3eaHUf5Ty8pHegr95DZhy2I9JFw3HlsA9sxUt3Lm6qxQvkPeyFgQCM17r1AkwOj95TY9V5GwNiORsQbHXUTckSTM3jOJVqL5XDNcFrqpIsDtpz12iKPFKzMWp0ajX5MpQD1awlh2jxNWmgdSCMyq3I2OgPxt8ZX4HiL1SUZiLAEeIP/wCSHBrpHTHLGtvZa4b9sfV/Z016Zi7fQAfOSKZUDV7tfYfWQHU2AzNr485RValQYmmiuSjuFIGo2NwTbylFFt0Y/LFGvauOUarcTKrsR6GT1wQ6QbCyiwsm83sjzDGVVqYl3QMcgLMXGXfQgBuvzjuO4xQRc5b2j27i3uQbKBvfKoCJ02vqSZ6FU4SjboD6flI1TgyZcns0KdMq2+FptRcVom5cns8Z4fh3xNdE1LVXAP8AmN2PoLn0n0NVdVFlNlHXQCwmb4fwOjh1Z6VJFcBu9bvbbZuQ02nlfFuP4jE/4tQldO4vdT+Ub+ZvE3xNRjyPWl7X4IOaf7QlxoSbhPR7ZT8ZmO0f2gBGKYUB7b1Gvlv/AAppm8ybeBnnN4mZ5M3wSJXEOJVq5zVqjv4Me6PJR3R6CEiQis1SFtE2jrRBisdDdo7hqmR0ffKytbrlINvlExJjFVHsAKY/DBke1+Z5HmCIrhXZmhQJd2Dva+U+4COYXn67Tzbs/wBonwoZVXMrG5BNrHa+01NHi/ttVqqbC5W9reYP5yDi49FU1JG6pOqguqKrPtYAG2wv1jZbMyrYkLq1vnMng+0gerToq4d2YKMouB5nbQX2M3tDDhEyk+8L5j97b8xKQjZKcuJScQ7MoxFWnZwUyjOb93MGAzWIIDKGuVJuN49w3CsiuGW12JHO97sxvmY2zE22sLC2kl4Oq9NyMpKG1wCCoAUDMtudxqLc5ZvTUjMuoOuks0QRRY2iHRkYXBFplKOGanVsGDZdL31KnWxHIjSburRB2MrMRw1XcZ0U35+Wo135TNeBlahubx/BcNc1EKIqpmzO530N8qDqTz2Avzl3RwSryHrLBEm4wp2zLehKpKcY6obnMmhqDKEN2ye0siuzhS/c10016Xl6F85FXhSZiwDgksTZ3GrXvoCOpm7MlHhMXUdu8zFMpLhSqmm2WmRSIRSXPee7qbDLbQiUmB9tWQNWsj9/MgIrlWIypUVWqOyqot3CurXPQjeLwynoSikjmwzN/M1zJQp8gNPgIrHRQHBl8I9MLkLI6KACuX3gtgQCNLchPByLaEWI0I6Ecp9LMk+fu1eBNHF10P32cfhfvj5N8pOWyuPVoqSYkmKMSRMlGzkIWhAQ+YloQmUUfQkTjQhNGfBwxIhCAvJe9jv+No/if/43nulb/BJ5gXB6aQhNwJT7ImA7yK51axF+e8kcP0qFeXSEJuXZNdC8cg6StT308z9DCEyxlsgjqwhNGRc6IQiZoSN440IQYCW0HpPFPtO/49v/AE6f0MITEuikOzJxDwhMlX0JnIQgYP/Z"
wehrlein,"https://hips.hearstapps.com/es.h-cdn.co/cades/gran_premio/pilotos/3632/sut_australian_gra_1463800.jpg?crop=0.571543489190548xw:1xh;center,top&resize=1200:*"
gasly,https://media.formula1.com/content/dam/fom-website/drivers/2023Drivers/gasly.jpg.img.1536.high.jpg
giovinazzi,https://static.motor.es/f1/fichas/contenido/antonio-giovinazzi/antonio-giovinazzi2021_1617631699.jpg
brendon_hartley,https://static.wikia.nocookie.net/f1wikia/images/2/2d/Brendon_Hartley_2014_WEC_Fuji.jpg/revision/latest?cb=20180517151931
stroll,https://media.formula1.com/content/dam/fom-website/drivers/2023Drivers/stroll.jpg.img.640.medium.jpg/1677069453013.jpg
leclerc,https://www.formula1.com/content/dam/fom-website/drivers/2023Drivers/leclerc.jpg.img.1024.medium.jpg
sirotkin,https://hips.hearstapps.com/es.h-cdn.co/cades/gran_premio/pilotos/3618/sergey_sirotkin_piloto_2018.jpg
albon,https://media.formula1.com/content/dam/fom-website/drivers/2023Drivers/albon.jpg.img.640.medium.jpg/1677068770293.jpg
norris,https://media.formula1.com/content/dam/fom-website/drivers/2023Drivers/norris.jpg.img.1536.high.jpg
russell,https://media.formula1.com/content/dam/fom-website/drivers/2023Drivers/russell.jpg.img.1536.high.jpg
aitken,https://www.f1-fansite.com/wp-content/uploads/2020/12/Jack-Aitken-portret-scaled.jpg
pietro_fittipaldi,https://cloudfront-us-east-1.images.arcpublishing.com/infobae/DQI46ZRKR5CZ7M2TJUEGUR7PVI.jpg
latifi,https://www.f1-fansite.com/wp-content/uploads/2020/01/Nicholas-Latifi-info-wiki-scaled.jpg
mazepin,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mazepin-1-745-1606812447.jpg
mick_schumacher,https://static.motor.es/f1/fichas/contenido/mick-schumacher/mick-schumacher2021_1617622323.jpg
tsunoda,https://www.f1-fansite.com/wp-content/uploads/2020/12/Yuki-Tsunoda.jpg
de_vries,https://cdn-3.motorsport.com/images/amp/YW7LpqKY/s1000/formula-1-news-2022-nyck-de-vr-2.jpg
zhou,https://www.formula1.com/content/dam/fom-website/drivers/2023Drivers/zhou.jpg.img.1024.medium.jpg
piastri,https://media.formula1.com/image/upload/content/dam/fom-website/manual/Misc/2021manual/2021ItalianGPManuals/Friday/GettyImages-1339487303.jpg
sargeant,https://www.si.com/.image/t_share/MTkzMjEyMjg5MDY1NjkwNjkx/sargeant-f1.jpg
